clef Stat;Date De Vente;Designation Article;Total Qte VEndue;Total ca vente HT;Total Ca Vente TTC;
0001317475591;01/09/2017;BOULGOUR;0.35;0.89;0.94;
0001317475591;02/09/2017;BOULGOUR;0.155;0.4;0.42;
0001317475591;09/09/2017;BOULGOUR;0.385;0.99;1.04;
0001317475591;16/09/2017;BOULGOUR;2.03;4.97;5.24;
0001317475591;22/09/2017;BOULGOUR;2.835;6.92;7.3;
0001317475591;23/09/2017;BOULGOUR;1.76;4.31;4.54;
0001317475591;13/10/2017;BOULGOUR;0.94;2.3;2.43;
0001317475591;14/10/2017;BOULGOUR;0.289;0.71;0.75;
0001317475591;21/10/2017;BOULGOUR;0.42;1.02;1.08;
0001317475591;03/11/2017;BOULGOUR;0.645;1.57;1.66;
0001317475591;10/11/2017;BOULGOUR;1.496;3.66;3.86;
0001317475591;11/11/2017;BOULGOUR;6.82;16.68;17.6;
0001317475591;16/11/2017;BOULGOUR;0.39;0.96;1.01;
0001317475591;17/11/2017;BOULGOUR;1.408;3.44;3.63;
0001317475591;18/11/2017;BOULGOUR;1.7;4.15;4.38;
0001317475591;01/12/2017;BOULGOUR;0.857;2.09;2.21;
0001317475591;08/12/2017;BOULGOUR;0.403;0.99;1.04;
0001317475591;09/12/2017;BOULGOUR;0.83;2.03;2.14;
0001317475591;15/12/2017;BOULGOUR;0.451;1.1;1.16;
0001317475591;23/12/2017;BOULGOUR;1.159;2.83;2.99;
0001317475591;31/12/2017;BOULGOUR;0.965;2.36;2.49;
0001317475599;01/09/2017;FARINE T65 BIO;1.02;1.56;1.65;
0001317475599;02/09/2017;FARINE T65 BIO;3.044;4.67;4.93;
0001317475599;08/09/2017;FARINE T65 BIO;5.022;7.71;8.13;
0001317475599;09/09/2017;FARINE T65 BIO;0.534;0.82;0.87;
0001317475599;30/09/2017;FARINE T65 BIO;1.923;2.85;3;
0001317475599;06/10/2017;FARINE T65 BIO;2.376;3.51;3.7;
0001317475599;14/10/2017;FARINE T65 BIO;2.336;3.46;3.65;
0001317475599;20/10/2017;FARINE T65 BIO;2.465;3.65;3.85;
0001317475599;21/10/2017;FARINE T65 BIO;4.191;6.2;6.54;
0001317475599;27/10/2017;FARINE T65 BIO;3.797;5.61;5.92;
0001317475599;28/10/2017;FARINE T65 BIO;2.889;4.26;4.5;
0001317475599;03/11/2017;FARINE T65 BIO;9.007;13.32;14.05;
0001317475599;04/11/2017;FARINE T65 BIO;6.58;9.73;10.27;
0001317475599;10/11/2017;FARINE T65 BIO;4.659;6.9;7.27;
0001317475599;11/11/2017;FARINE T65 BIO;6.381;9.45;9.96;
0001317475599;18/11/2017;FARINE T65 BIO;2.105;3.11;3.28;
0001317475599;24/11/2017;FARINE T65 BIO;0.464;0.68;0.72;
0001317475599;25/11/2017;FARINE T65 BIO;3.155;4.66;4.92;
0001317475600;01/09/2017;FARINE T80 BIO;4.319;6.62;6.99;
0001317475600;02/09/2017;FARINE T80 BIO;1.99;3.05;3.22;
0001317475600;08/09/2017;FARINE T80 BIO;5.11;7.85;8.28;
0001317475600;09/09/2017;FARINE T80 BIO;2.238;3.45;3.63;
0001317475600;15/09/2017;FARINE T80 BIO;2.919;4.31;4.55;
0001317475600;16/09/2017;FARINE T80 BIO;1.83;2.7;2.85;
0001317475600;21/09/2017;FARINE T80 BIO;-0.00000000000000002775557561563;0;0;
0001317475600;22/09/2017;FARINE T80 BIO;7.564;11.19;11.8;
0001317475600;23/09/2017;FARINE T80 BIO;7.175;10.62;11.2;
0001317475600;29/09/2017;FARINE T80 BIO;4.482;6.63;6.99;
0001317475600;30/09/2017;FARINE T80 BIO;1.183;1.74;1.84;
0001317475600;06/10/2017;FARINE T80 BIO;1.61;2.38;2.51;
0001317475600;14/10/2017;FARINE T80 BIO;1.76;2.61;2.75;
0001317475600;20/10/2017;FARINE T80 BIO;3.423;5.06;5.34;
0001317475600;21/10/2017;FARINE T80 BIO;0.98;1.45;1.53;
0001317475600;25/11/2017;FARINE T80 BIO;0.382;0.57;0.6;
0001317475601;01/09/2017;FARINE T110 BIO;2.105;3.24;3.41;
0001317475601;02/09/2017;FARINE T110 BIO;0.71;1.09;1.15;
0001317475601;08/09/2017;FARINE T110 BIO;0.97;1.49;1.57;
0001317475601;22/09/2017;FARINE T110 BIO;2.24;3.31;3.49;
0001317475601;30/09/2017;FARINE T110 BIO;2.412;3.56;3.76;
0001317475601;14/10/2017;FARINE T110 BIO;0.633;0.94;0.99;
0001317475601;21/10/2017;FARINE T110 BIO;0.308;0.45;0.48;
0001317475601;27/10/2017;FARINE T110 BIO;1.905;2.83;2.98;
0001317475602;01/09/2017;GROS SEL;0.885;1.5;1.58;
0001317475602;02/09/2017;GROS SEL;1.405;2.37;2.5;
0001317475602;08/09/2017;GROS SEL;1;1.69;1.78;
0001317475602;15/09/2017;GROS SEL;0.99;1.6;1.69;
0001317475602;23/09/2017;GROS SEL;0.289;0.35;0.37;
0001317475602;30/09/2017;GROS SEL;0.391;0.64;0.67;
0001317475602;06/10/2017;GROS SEL;0.747;1.2;1.27;
0001317475602;13/10/2017;GROS SEL;0.48;0.78;0.82;
0001317475602;27/10/2017;GROS SEL;0.48;0.78;0.82;
0001317475602;03/11/2017;GROS SEL;0.839;1.37;1.44;
0001317475602;04/11/2017;GROS SEL;0.731;1.18;1.25;
0001317475602;17/11/2017;GROS SEL;0.418;0.67;0.71;
0001317475602;02/12/2017;GROS SEL;0.55;0.89;0.94;
0001317475602;14/12/2017;GROS SEL;0.59;0.96;1.01;
0001317475602;16/12/2017;GROS SEL;0.283;0.45;0.48;
0001317475602;23/12/2017;GROS SEL;0.44;0.71;0.75;
0001317475603;06/10/2017;SAC VRAC 30X30 TISSU;2;13.2;15.84;
0001317475603;03/11/2017;SAC VRAC 30X30 TISSU;1;6.6;7.92;
0001317475603;24/11/2017;SAC VRAC 30X30 TISSU;1;6.6;7.92;
0001317475603;30/11/2017;SAC VRAC 30X30 TISSU;1;6.6;7.92;
0001317475605;02/09/2017;SAC VRAC 20X20 TISSU;1;4.38;5.25;
0001317475605;18/11/2017;SAC VRAC 20X20 TISSU;1;4.2;5.04;
0001317475605;22/12/2017;SAC VRAC 20X20 TISSU;1;4.2;5.04;
0001317475605;23/12/2017;SAC VRAC 20X20 TISSU;1;4.2;5.04;
0001317475606;02/09/2017;LENTILLES VERTES ALPES DU SUD;1;4.76;5.02;
0001317475606;16/09/2017;LENTILLES VERTES ALPES DU SUD;1;4.58;4.83;
0001317475606;23/09/2017;LENTILLES VERTES ALPES DU SUD;1;4.58;4.83;
0001317475606;30/09/2017;LENTILLES VERTES ALPES DU SUD;1;4.58;4.83;
0001317475606;07/10/2017;LENTILLES VERTES ALPES DU SUD;1;4.58;4.83;
0001317475606;20/10/2017;LENTILLES VERTES ALPES DU SUD;2;9.16;9.66;
0001317475606;03/11/2017;LENTILLES VERTES ALPES DU SUD;1;4.58;4.83;
0001317475606;10/11/2017;LENTILLES VERTES ALPES DU SUD;1;4.58;4.83;
0001317475606;11/11/2017;LENTILLES VERTES ALPES DU SUD;1;4.58;4.83;
0001317475606;18/11/2017;LENTILLES VERTES ALPES DU SUD;1;4.58;4.83;
0001317475606;08/12/2017;LENTILLES VERTES ALPES DU SUD;1;4.58;4.83;
0001317475606;09/12/2017;LENTILLES VERTES ALPES DU SUD;1;4.58;4.83;
0001320644554;09/12/2017;PAS EN MAGASIN PAIN 5 CEREALES 400 G.;1.75;6;6.32;
0001320644554;12/12/2017;PAS EN MAGASIN PAIN 5 CEREALES 400 G.;0.815;2.35;2.49;
0001320644554;16/12/2017;PAS EN MAGASIN PAIN 5 CEREALES 400 G.;7;23.94;25.27;
0001320644554;19/12/2017;PAS EN MAGASIN PAIN 5 CEREALES 400 G.;1;2.91;3.07;
0001320644554;23/12/2017;PAS EN MAGASIN PAIN 5 CEREALES 400 G.;1;3.42;3.61;
0001320644556;15/12/2017;BOCAUX 48 ESCARGOTS AU NATUREL;2;29.68;31.32;
0001320644556;23/12/2017;BOCAUX 48 ESCARGOTS AU NATUREL;1;14.84;15.66;
0001320644557;15/12/2017;BOCAUX 24 ESCARGOTS AU NATUREL;1;7.58;8;
0001320644557;16/12/2017;BOCAUX 24 ESCARGOTS AU NATUREL;1;7.58;8;
0001320644557;21/12/2017;BOCAUX 24 ESCARGOTS AU NATUREL;1;7.58;8;
0001320644558;15/12/2017;TERRINE D ESCARGOTS A LA PERSILLADE;1;7.32;7.72;
0001320644558;16/12/2017;TERRINE D ESCARGOTS A LA PERSILLADE;1;7.32;7.72;
0001320644558;22/12/2017;TERRINE D ESCARGOTS A LA PERSILLADE;3;21.96;23.16;
0001320644558;23/12/2017;TERRINE D ESCARGOTS A LA PERSILLADE;2;14.64;15.44;
0001320644559;14/12/2017;ASSIETTE DE 12 ESCARGOTS EN COQUILLES;5;36.25;38.25;
0001320644559;15/12/2017;ASSIETTE DE 12 ESCARGOTS EN COQUILLES;5;36.25;38.25;
0001320644559;16/12/2017;ASSIETTE DE 12 ESCARGOTS EN COQUILLES;3;21.75;22.95;
0001320644560;14/12/2017;ASSIETTE D ESCARGOTS EN CROQUILLES;2;14.5;15.3;
0001320644560;15/12/2017;ASSIETTE D ESCARGOTS EN CROQUILLES;3;21.75;22.95;
0001320644560;16/12/2017;ASSIETTE D ESCARGOTS EN CROQUILLES;2;14.5;15.3;
0001370157947;28/10/2017;COMPOTE A LA POMME ET A LA POIRE;9;3.15;3.33;
0001370157947;03/11/2017;COMPOTE A LA POMME ET A LA POIRE;9;3.15;3.33;
0001370157947;04/11/2017;COMPOTE A LA POMME ET A LA POIRE;8;2.8;2.96;
0001370157947;10/11/2017;COMPOTE A LA POMME ET A LA POIRE;10;3.5;3.7;
0001370157947;11/11/2017;COMPOTE A LA POMME ET A LA POIRE;7;2.45;2.59;
0001370157947;31/12/2017;COMPOTE A LA POMME ET A LA POIRE;4;1.4;1.48;
0001466213504;08/09/2017;COMPOTE POMME FRAISE BIO;1;3.74;3.95;
0001466213504;16/09/2017;COMPOTE POMME FRAISE BIO;2;7.18;7.58;
0001466213504;22/09/2017;COMPOTE POMME FRAISE BIO;1;3.59;3.79;
0001466213504;30/09/2017;COMPOTE POMME FRAISE BIO;1;3.59;3.79;
0001466213504;07/10/2017;COMPOTE POMME FRAISE BIO;1;3.59;3.79;
0001466213504;13/10/2017;COMPOTE POMME FRAISE BIO;1;3.59;3.79;
0001466213504;14/10/2017;COMPOTE POMME FRAISE BIO;1;3.59;3.79;
0001466213504;27/10/2017;COMPOTE POMME FRAISE BIO;1;3.59;3.79;
0001466213504;04/11/2017;COMPOTE POMME FRAISE BIO;1;3.59;3.79;
0001466213504;31/12/2017;COMPOTE POMME FRAISE BIO;1;3.59;3.79;
0001466213505;08/09/2017;COMPOTE POMME FRAMBOISE BIO;1;3.74;3.95;
0001466213505;09/09/2017;COMPOTE POMME FRAMBOISE BIO;2;7.48;7.9;
0001466213505;15/09/2017;COMPOTE POMME FRAMBOISE BIO;1;3.59;3.79;
0001466213505;16/09/2017;COMPOTE POMME FRAMBOISE BIO;1;3.59;3.79;
0001466213505;22/09/2017;COMPOTE POMME FRAMBOISE BIO;2;7.18;7.58;
0001466213505;23/09/2017;COMPOTE POMME FRAMBOISE BIO;2;7.18;7.58;
0001466213505;06/10/2017;COMPOTE POMME FRAMBOISE BIO;1;3.59;3.79;
0001466213505;14/10/2017;COMPOTE POMME FRAMBOISE BIO;1;3.59;3.79;
0001466213505;20/10/2017;COMPOTE POMME FRAMBOISE BIO;1;3.59;3.79;
0001466213505;04/11/2017;COMPOTE POMME FRAMBOISE BIO;1;3.59;3.79;
0001466213505;09/11/2017;COMPOTE POMME FRAMBOISE BIO;1;3.59;3.79;
0001466213505;10/11/2017;COMPOTE POMME FRAMBOISE BIO;6;21.55;22.74;
0001466213505;24/11/2017;COMPOTE POMME FRAMBOISE BIO;1;3.59;3.79;
0001466213505;01/12/2017;COMPOTE POMME FRAMBOISE BIO;1;3.59;3.79;
0001466213505;02/12/2017;COMPOTE POMME FRAMBOISE BIO;1;3.59;3.79;
0001466213505;09/12/2017;COMPOTE POMME FRAMBOISE BIO;2;7.18;7.58;
0001466213507;08/09/2017;GASPACHO;1;4.05;4.27;
0001466213507;09/09/2017;GASPACHO;3;12.15;12.81;
0001466213507;15/09/2017;GASPACHO;2;7.8;8.22;
0001466213507;22/09/2017;GASPACHO;1;3.9;4.11;
0001466213507;23/09/2017;GASPACHO;2;7.8;8.22;
0001466213507;30/09/2017;GASPACHO;2;7.8;8.22;
0001466213507;13/10/2017;GASPACHO;1;3.9;4.11;
0001466213507;21/10/2017;GASPACHO;1;3.9;4.11;
0001466213507;16/12/2017;GASPACHO;1;3.9;4.11;
0001466213508;08/09/2017;CAVIAR D AUBERGINE BIO;4;17.96;18.96;
0001466213508;09/09/2017;CAVIAR D AUBERGINE BIO;3;13.47;14.22;
0001466213508;14/09/2017;CAVIAR D AUBERGINE BIO;1;4.31;4.55;
0001466213508;15/09/2017;CAVIAR D AUBERGINE BIO;1;4.31;4.55;
0001466213508;16/09/2017;CAVIAR D AUBERGINE BIO;2;8.62;9.1;
0001466213508;22/09/2017;CAVIAR D AUBERGINE BIO;4;17.24;18.2;
0001466213508;23/09/2017;CAVIAR D AUBERGINE BIO;4;17.24;18.2;
0001466213508;29/09/2017;CAVIAR D AUBERGINE BIO;2;8.62;9.1;
0001466213508;30/09/2017;CAVIAR D AUBERGINE BIO;3;12.93;13.65;
0001466213508;06/10/2017;CAVIAR D AUBERGINE BIO;2;8.62;9.1;
0001466213508;07/10/2017;CAVIAR D AUBERGINE BIO;2;8.62;9.1;
0001466213508;10/10/2017;CAVIAR D AUBERGINE BIO;1;4.31;4.55;
0001466213508;13/10/2017;CAVIAR D AUBERGINE BIO;6;25.86;27.3;
0001466213508;14/10/2017;CAVIAR D AUBERGINE BIO;6;25.86;27.3;
0001466213508;27/10/2017;CAVIAR D AUBERGINE BIO;7;30.18;31.85;
0001466213508;28/10/2017;CAVIAR D AUBERGINE BIO;2;8.62;9.1;
0001466213508;03/11/2017;CAVIAR D AUBERGINE BIO;1;4.31;4.55;
0001466213508;10/11/2017;CAVIAR D AUBERGINE BIO;4;17.25;18.2;
0001466213508;11/11/2017;CAVIAR D AUBERGINE BIO;3;12.93;13.65;
0001466213508;16/11/2017;CAVIAR D AUBERGINE BIO;1;4.31;4.55;
0001466213508;17/11/2017;CAVIAR D AUBERGINE BIO;2;8.62;9.1;
0001466213508;23/11/2017;CAVIAR D AUBERGINE BIO;1;4.31;4.55;
0001466213508;24/11/2017;CAVIAR D AUBERGINE BIO;3;12.93;13.65;
0001466213508;25/11/2017;CAVIAR D AUBERGINE BIO;3;12.93;13.65;
0001466213508;30/11/2017;CAVIAR D AUBERGINE BIO;3;12.93;13.65;
0001466213508;01/12/2017;CAVIAR D AUBERGINE BIO;1;4.31;4.55;
0001466213508;02/12/2017;CAVIAR D AUBERGINE BIO;1;4.31;4.55;
0001466213508;04/12/2017;CAVIAR D AUBERGINE BIO;1;4.31;4.55;
0001466213508;07/12/2017;CAVIAR D AUBERGINE BIO;5;21.56;22.75;
0001466213508;08/12/2017;CAVIAR D AUBERGINE BIO;1;4.31;4.55;
0001466213508;09/12/2017;CAVIAR D AUBERGINE BIO;1;4.31;4.55;
0001466213508;14/12/2017;CAVIAR D AUBERGINE BIO;3;12.93;13.65;
0001466213508;15/12/2017;CAVIAR D AUBERGINE BIO;4;17.24;18.2;
0001466213508;16/12/2017;CAVIAR D AUBERGINE BIO;4;17.24;18.2;
0001466213508;20/12/2017;CAVIAR D AUBERGINE BIO;1;4.31;4.55;
0001466213508;21/12/2017;CAVIAR D AUBERGINE BIO;3;12.93;13.65;
0001466213508;22/12/2017;CAVIAR D AUBERGINE BIO;2;8.62;9.1;
0001466213508;23/12/2017;CAVIAR D AUBERGINE BIO;2;8.62;9.1;
0001466213509;08/09/2017;TOMATE PETITE;9.84;18.65;19.67;
0001466213509;15/09/2017;TOMATE PETITE;15.095;27.61;29.12;
0001466213509;16/09/2017;TOMATE PETITE;3.055;5.57;5.88;
0001466213509;22/09/2017;TOMATE PETITE;16.545;30.29;31.93;
0001466213509;23/09/2017;TOMATE PETITE;5.39;9.86;10.4;
0001466213509;28/09/2017;TOMATE PETITE;0.385;0.7;0.74;
0001466213509;29/09/2017;TOMATE PETITE;9.065;16.57;17.51;
0001466213509;30/09/2017;TOMATE PETITE;9.74;17.72;18.69;
0001466213509;06/10/2017;TOMATE PETITE;10.65;19.46;20.55;
0001466213509;07/10/2017;TOMATE PETITE;7.805;14.28;15.06;
0001466213509;12/10/2017;TOMATE PETITE;1.6;2.93;3.09;
0001466213509;13/10/2017;TOMATE PETITE;14.355;26.24;27.68;
0001466213509;14/10/2017;TOMATE PETITE;1.105;2.04;2.14;
0001466213509;20/10/2017;TOMATE PETITE;7.89;14.44;15.24;
0001466213509;21/10/2017;TOMATE PETITE;3.105;5.68;5.99;
0001466213509;28/10/2017;TOMATE PETITE;0.185;0.34;0.36;
0001466213510;08/09/2017;MAIS DOUX (PIECE);11;8.46;8.91;
0001466213510;09/09/2017;MAIS DOUX (PIECE);29;22.31;23.49;
0001466213510;15/09/2017;MAIS DOUX (PIECE);19;13.85;14.61;
0001466213510;16/09/2017;MAIS DOUX (PIECE);11;8.03;8.47;
0001466213510;22/09/2017;MAIS DOUX (PIECE);20;14.6;15.4;
0001466213510;23/09/2017;MAIS DOUX (PIECE);10;7.3;7.7;
0001466213510;28/09/2017;MAIS DOUX (PIECE);2;1.46;1.54;
0001466213510;29/09/2017;MAIS DOUX (PIECE);18;13.14;13.86;
0001466213510;30/09/2017;MAIS DOUX (PIECE);12;8.76;9.24;
0001466213510;06/10/2017;MAIS DOUX (PIECE);27;19.71;20.79;
0001466213510;07/10/2017;MAIS DOUX (PIECE);8;5.84;6.16;
0001466213510;12/10/2017;MAIS DOUX (PIECE);3;2.19;2.31;
0001466213510;27/10/2017;MAIS DOUX (PIECE);10;7.3;7.7;
0001466213510;28/10/2017;MAIS DOUX (PIECE);8;5.84;6.16;
0001466213510;03/11/2017;MAIS DOUX (PIECE);13;9.49;10.01;
0001466213510;04/11/2017;MAIS DOUX (PIECE);7;5.11;5.39;
0001466213510;10/11/2017;MAIS DOUX (PIECE);12;8.76;9.24;
0001466213510;11/11/2017;MAIS DOUX (PIECE);10;7.3;7.7;
0001466213510;16/11/2017;MAIS DOUX (PIECE);6;4.38;4.62;
0001466213510;17/11/2017;MAIS DOUX (PIECE);6;4.38;4.62;
0001466213510;18/11/2017;MAIS DOUX (PIECE);14;10.22;10.78;
0001466213510;23/11/2017;MAIS DOUX (PIECE);1;0.73;0.77;
0001466213510;24/11/2017;MAIS DOUX (PIECE);2;1.46;1.54;
0001466213510;25/11/2017;MAIS DOUX (PIECE);1;0.73;0.77;
0001466213511;08/09/2017;OIGNON BIO;7.855;22.37;23.6;
0001466213511;09/09/2017;OIGNON BIO;2.12;6.05;6.37;
0001466213511;15/09/2017;OIGNON BIO;8.93;24.37;25.72;
0001466213511;16/09/2017;OIGNON BIO;5.325;14.52;15.32;
0001466213511;22/09/2017;OIGNON BIO;3.65;9.97;10.52;
0001466213511;23/09/2017;OIGNON BIO;4.65;12.7;13.4;
0001466213511;27/09/2017;OIGNON BIO;0.395;1.08;1.14;
0001466213511;29/09/2017;OIGNON BIO;6.505;17.72;18.71;
0001466213511;30/09/2017;OIGNON BIO;8.345;22.79;24.04;
0001466213511;06/10/2017;OIGNON BIO;6.745;18.42;19.4;
0001466213511;07/10/2017;OIGNON BIO;3.325;9.07;9.58;
0001466213511;13/10/2017;OIGNON BIO;5.33;14.54;15.35;
0001466213511;14/10/2017;OIGNON BIO;3.035;8.29;8.73;
0001466213511;20/10/2017;OIGNON BIO;2.185;5.99;6.31;
0001466213511;21/10/2017;OIGNON BIO;1.28;3.5;3.69;
0001466213511;27/10/2017;OIGNON BIO;0.145;0.4;0.42;
0001466213511;28/10/2017;OIGNON BIO;0.1;0.27;0.29;
0001466213511;18/11/2017;OIGNON BIO;0.03;0.07;0.07;
0001466213511;23/11/2017;OIGNON BIO;4.705;12.84;13.55;
0001466213511;24/11/2017;OIGNON BIO;0.515;1.4;1.48;
0001466213511;30/11/2017;OIGNON BIO;3.675;10.02;10.57;
0001466213511;01/12/2017;OIGNON BIO;5.17;14.12;14.9;
0001466213511;02/12/2017;OIGNON BIO;1.35;3.69;3.89;
0001466213511;07/12/2017;OIGNON BIO;3.345;9.14;9.64;
0001466213511;08/12/2017;OIGNON BIO;4.465;12.19;12.87;
0001466213511;09/12/2017;OIGNON BIO;4.895;13.37;14.1;
0001466213511;14/12/2017;OIGNON BIO;5.01;13.68;14.44;
0001466213511;15/12/2017;OIGNON BIO;9.35;25.49;26.92;
0001466213511;16/12/2017;OIGNON BIO;4.825;13.19;13.9;
0001466213511;21/12/2017;OIGNON BIO;1.955;5.33;5.63;
0001466213511;22/12/2017;OIGNON BIO;3.915;10.7;11.28;
0001466213511;23/12/2017;OIGNON BIO;2.325;6.35;6.69;
0001466213511;31/12/2017;OIGNON BIO;1.1;3;3.17;
0001466213513;08/09/2017;PATIDOU;0.53;1.5;1.58;
0001466213513;09/09/2017;PATIDOU;5.915;16.76;17.68;
0001466213513;22/09/2017;PATIDOU;0.945;2.56;2.7;
0001466213513;23/09/2017;PATIDOU;2.63;7.14;7.53;
0001466213513;29/09/2017;PATIDOU;3.125;8.49;8.95;
0001466213513;30/09/2017;PATIDOU;1.145;3.11;3.28;
0001466213513;06/10/2017;PATIDOU;1.655;4.49;4.74;
0001466213513;07/10/2017;PATIDOU;0.71;1.92;2.03;
0001466213513;20/10/2017;PATIDOU;4.67;12.68;13.36;
0001466213513;21/10/2017;PATIDOU;4.27;11.59;12.22;
0001466213513;27/10/2017;PATIDOU;1.745;4.73;5;
0001466213513;10/11/2017;PATIDOU;2.6;7.05;7.43;
0001466213513;11/11/2017;PATIDOU;5.17;14.02;14.79;
0001466213513;16/11/2017;PATIDOU;2.35;6.43;6.79;
0001466213513;17/11/2017;PATIDOU;5.66;15.51;16.36;
0001466213513;18/11/2017;PATIDOU;4.305;11.8;12.44;
0001466213514;08/09/2017;PASTEQUE;9.33;22.2;23.42;
0001466213514;16/09/2017;PASTEQUE;8.735;19.95;21.05;
0001466213514;22/09/2017;PASTEQUE;18.64;42.58;44.92;
0001466213514;30/09/2017;PASTEQUE;4.62;10.55;11.13;
0001466213514;14/10/2017;PASTEQUE;1.34;3.06;3.23;
0001466213515;08/09/2017;PLUS EN MAGASIN --> SALADE;20;19;20;
0001466213515;15/09/2017;PLUS EN MAGASIN --> SALADE;18;16.72;17.62;
0001466213515;16/09/2017;PLUS EN MAGASIN --> SALADE;2;1.86;1.96;
0001466213515;22/09/2017;PLUS EN MAGASIN --> SALADE;23;21.39;22.54;
0001466213515;23/09/2017;PLUS EN MAGASIN --> SALADE;6;5.58;5.88;
0001466213515;29/09/2017;PLUS EN MAGASIN --> SALADE;27;19.44;20.52;
0001466213515;30/09/2017;PLUS EN MAGASIN --> SALADE;12;8.64;9.12;
0001466213515;06/10/2017;PLUS EN MAGASIN --> SALADE;27;24.57;25.92;
0001466213515;07/10/2017;PLUS EN MAGASIN --> SALADE;18;16.38;17.28;
0001466213515;13/10/2017;PLUS EN MAGASIN --> SALADE;22;20.02;21.12;
0001466213515;14/10/2017;PLUS EN MAGASIN --> SALADE;28;25.48;26.88;
0001466213515;20/10/2017;PLUS EN MAGASIN --> SALADE;25;22.75;24;
0001466213515;21/10/2017;PLUS EN MAGASIN --> SALADE;17;15.47;16.32;
0001466213515;28/10/2017;PLUS EN MAGASIN --> SALADE;2;1.82;1.92;
0001466213515;03/11/2017;PLUS EN MAGASIN --> SALADE;29;26.39;27.84;
0001466213515;04/11/2017;PLUS EN MAGASIN --> SALADE;18;16.38;17.28;
0001466213515;10/11/2017;PLUS EN MAGASIN --> SALADE;5.73;18.31;19.29;
0001466213515;11/11/2017;PLUS EN MAGASIN --> SALADE;3.855;12.33;12.99;
0001466213515;16/11/2017;PLUS EN MAGASIN --> SALADE;0.32;1.02;1.08;
0001466213515;17/11/2017;PLUS EN MAGASIN --> SALADE;2.225;7.09;7.48;
0001466213515;18/11/2017;PLUS EN MAGASIN --> SALADE;4.495;14.36;15.14;
0001466213515;30/11/2017;PLUS EN MAGASIN --> SALADE;0.26;0.83;0.88;
0001466213515;02/12/2017;PLUS EN MAGASIN --> SALADE;0.555;1.77;1.87;
0001466213515;07/12/2017;PLUS EN MAGASIN --> SALADE;1.485;4.76;5.02;
0001466213515;08/12/2017;PLUS EN MAGASIN --> SALADE;1.66;5.31;5.59;
0001466213515;09/12/2017;PLUS EN MAGASIN --> SALADE;2.965;9.46;9.98;
0001466213515;14/12/2017;PLUS EN MAGASIN --> SALADE;0.905;2.9;3.05;
0001466213515;15/12/2017;PLUS EN MAGASIN --> SALADE;3.46;11.05;11.66;
0001466213515;16/12/2017;PLUS EN MAGASIN --> SALADE;3.34;10.66;11.24;
0001466213515;21/12/2017;PLUS EN MAGASIN --> SALADE;1.31;4.18;4.41;
0001466213515;22/12/2017;PLUS EN MAGASIN --> SALADE;2.165;6.91;7.3;
0001466213515;23/12/2017;PLUS EN MAGASIN --> SALADE;0.15;0.48;0.51;
0001466213516;08/09/2017;BUTTERNUT BIO;11.5;27.38;28.87;
0001466213516;09/09/2017;BUTTERNUT BIO;9.865;23.49;24.77;
0001466213516;15/09/2017;BUTTERNUT BIO;3.415;7.8;8.23;
0001466213516;16/09/2017;BUTTERNUT BIO;13.935;31.85;33.59;
0001466213516;19/09/2017;BUTTERNUT BIO;1.04;2.38;2.51;
0001466213516;22/09/2017;BUTTERNUT BIO;12.24;27.94;29.48;
0001466213516;29/09/2017;BUTTERNUT BIO;0.335;0.77;0.81;
0001466213516;30/09/2017;BUTTERNUT BIO;0.885;2.02;2.13;
0001466213516;06/10/2017;BUTTERNUT BIO;13.185;30.1;31.76;
0001466213516;07/10/2017;BUTTERNUT BIO;9.615;21.97;23.17;
0001466213516;13/10/2017;BUTTERNUT BIO;11.57;26.42;27.88;
0001466213516;14/10/2017;BUTTERNUT BIO;7.92;18.1;19.09;
0001466213516;20/10/2017;BUTTERNUT BIO;15.655;35.76;37.72;
0001466213516;21/10/2017;BUTTERNUT BIO;5.235;11.96;12.62;
0001466213516;27/10/2017;BUTTERNUT BIO;3.185;7.28;7.68;
0001466213516;28/10/2017;BUTTERNUT BIO;13.205;30.18;31.82;
0001466213516;03/11/2017;BUTTERNUT BIO;11.645;26.6;28.05;
0001466213516;04/11/2017;BUTTERNUT BIO;10.97;25.07;26.45;
0001466213516;10/11/2017;BUTTERNUT BIO;8.815;20.13;21.25;
0001466213516;11/11/2017;BUTTERNUT BIO;8.61;19.67;20.75;
0001466213516;16/11/2017;BUTTERNUT BIO;2.17;4.96;5.23;
0001466213516;17/11/2017;BUTTERNUT BIO;11.66;26.62;28.1;
0001466213516;18/11/2017;BUTTERNUT BIO;9.91;22.64;23.88;
0001466213516;23/11/2017;BUTTERNUT BIO;3.91;8.94;9.43;
0001466213516;24/11/2017;BUTTERNUT BIO;7.25;16.56;17.47;
0001466213516;25/11/2017;BUTTERNUT BIO;9.7;22.15;23.37;
0001466213516;30/11/2017;BUTTERNUT BIO;9.72;22.21;23.43;
0001466213516;01/12/2017;BUTTERNUT BIO;6.43;14.7;15.5;
0001466213516;02/12/2017;BUTTERNUT BIO;9.37;21.41;22.59;
0001466213516;07/12/2017;BUTTERNUT BIO;3.96;9.05;9.54;
0001466213516;08/12/2017;BUTTERNUT BIO;4.38;10.01;10.56;
0001466213516;09/12/2017;BUTTERNUT BIO;15.35;35.08;37.01;
0001466213516;14/12/2017;BUTTERNUT BIO;4.365;9.97;10.52;
